"","date","cpiu_g.x","pcw_g","gftfp_g","gfrpt_g","gfrpri_g","gfrcp_g","gfrs_g","gfcexp_g","gfsubs_g","gfintpmt_g","yptmr_g","yptmd_g","gfrptb_g","gsrpt_gdp","gsrpri_gdp","gsrcp_gdp","gsrs_gdp","jgf_g","jgs_g","jc_g","gdp_g","gdph_g","gdppothq_g","gdppotq_g","dc_g","jgdp_g","c_g","ch_g","gh_g","gfh_g","gsh_g","g_g","gf_g","gs_g","cpiu_g.y","gfb_g","gfhb_g","gsrpt_g","gsrpri_g","gsrcp_g","gsrs_g","gdp","c","ch","gdph","jc","jgdp","jgf","jgs","ptgh","ptgsh","ptgfh","yptmr","yptmd","yptu","gtfp","ypog","yptx","ytpi","yctlg","g","gfrcf","grcsi","dc","gf","gs","gfh","gsh","gfrpt","gfrpri","gfrcp","gfrs","gftfp","gfeg","gsrpt","gsrpri","gsrcp","gsrs","gstfp","gset","pcw","gdppothq","gdppotq","recessq","gfb","fshare","gstfp_g","gstfpnet_g","gftfpnet_g","yfptmd_g","ysptmd_g","gfeg_g","gfsave","gssave","gfrptsave","yfptmd","ysptmd","gfegnet","gstfpnet","gftfpnet","yptxb","deficit","deficitb"
"166",2011-06-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15496.2,10612.1,10823.7,15825.1,98.048,97.975,99.155,97.801,-0.55,-0.43,-0.12,533.4,409.7,109.3,2312.1,81.5,1445.4,1105.5,276.9,3168.6,79.2,918.9,98.046,1565.1949948012,1603.3050051988,1322.9,1898.4,1126,109.1,227.2,900.9,1777.4,503.4,319.4,996.4,49.8,18,534.7,2446.2,221.287666666667,16439.8,16106.8,-1,1311.8,0.610214804,NA,NA,NA,NA,NA,NA,1311.8,1856.7,1126,250.0050051988,159.6949948012,253.3949948012,284.6949948012,2027.4050051988,NA,-979.3949948012,-726
"167",2011-09-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15591.9,10705.4,10866,15820.7,98.523,98.519,99.498,98.314,-1.16,-0.43,-0.72,538.5,396.4,102.9,2303.2,82.7,1470.9,1103.9,248.2,3137.5,68.5,927.3,98.521,1494.4108516944,1643.0891483056,1294.4,1881.1,1143.7,109.4,201.7,909.4,1782.4,448.3,327.2,994.5,46.4,17.9,520.7,2424.5,222.738,16494.2,16249.9,-1,1288,0.610214804,NA,NA,NA,NA,NA,NA,1288,1849.5,1143.7,241.8891483056,154.5108516944,206.4108516944,278.8108516944,2024.2891483056,NA,-912.6108516944,-706.2
"168",2011-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15796.5,10761.6,10885.9,16004.1,98.86,98.676,99.363,98.204,-0.04,-0.18,0.14,542.9,399.3,99.8,2312.2,84.1,1470.4,1114,287,3131.4,64,921.9,98.858,1485.2412287628,1646.2587712372,1299.4,1873.8,1140.5,111.4,238,904.2,1789.3,437.7,329.9,1002.7,49,17.7,522.9,2419.1,223.774666666667,16551.3,16332.1,-1,1291.2,0.610214804,NA,NA,NA,NA,NA,NA,1291.2,1840.3,1140.5,243.6587712372,155.6412287628,194.0412287628,279.2412287628,2032.9587712372,NA,-880.441228762799,-686.4
"169",2012-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16019.8,10922.4,10973.3,16129.4,99.538,99.284,99.705,99.403,-0.34,-0.34,0.01,547,400.6,94.6,2296.8,85.2,1467.8,1130.9,310.7,3144.7,99.6,944.9,99.537,1505.3458963596,1639.2541036404,1299.4,1860.1,1137.7,113.9,261.5,927.5,1772.9,441.7,330.1,1016.9,49.2,17.4,523.9,2432.4,225.087333333333,16610.4,16491.5,-1,1295.6,0.579016734,NA,NA,NA,NA,NA,NA,1295.6,1849,1137.7,231.9541036404,168.6458963596,209.7458963596,291.9458963596,2004.8541036404,NA,-837.6458963596,-627.9
"170",2012-06-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16152.3,10964.9,10989.6,16198.8,99.776,99.689,99.928,99.4,-0.41,-0.15,-0.25,551.6,421.7,86.3,2321.8,86.3,1487.1,1133.9,325,3131,90.3,949.4,99.775,1491.9286432722,1639.1713567278,1289.1,1854,1150.1,114.4,275.5,932.2,1777.5,447.9,337,1019.5,49.5,17.2,544.4,2448.3,225.459333333333,16673.3,16621.4,-1,1288.2,0.579016734,NA,NA,NA,NA,NA,NA,1288.2,1842.9,1150.1,244.1713567278,177.5286432722,203.7286432722,300.2286432722,2021.6713567278,NA,-797.2286432722,-593.5
"171",2012-09-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16257.2,11014.2,11007.5,16220.7,100.062,100.299,100.122,99.988,-0.12,-0.18,0.07,557.1,419,78.4,2325.6,86.9,1509.5,1131.3,332.9,3139.6,85,952.3,100.061,1490.691988454,1648.908011546,1291.7,1846.5,1163.2,114.7,280.8,935.2,1783.6,440,346.2,1016.6,52.1,17.1,542,2449.6,226.357,16738.5,16788.5,-1,1293.3,0.579016734,NA,NA,NA,NA,NA,NA,1293.3,1846.3,1163.2,242.608011546,176.391988454,197.391988454,299.391988454,2026.208011546,NA,-780.391988454,-583
"172",2012-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16358.9,11125.7,11056.9,16239.1,100.624,100.728,100.245,101.21,-0.76,-0.13,-0.63,563.4,428.9,75.1,2346.1,86.8,1571.4,1148.4,332.8,3132.7,78.8,974.1,100.623,1468.9597227874,1663.8402772126,1265.9,1841.4,1212.2,117.6,280.9,957,1793.4,448.2,359.2,1030.8,51.9,17.1,552.7,2476.7,227.971666666667,16805.8,16928.2,-1,1269.1,0.579016734,NA,NA,NA,NA,NA,NA,1269.1,1863.7,1212.2,248.3402772126,180.5597227874,199.8597227874,304.3597227874,2041.7402772126,NA,-694.6597227874,-494.8
"173",2013-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16569.6,11223.2,11114.2,16383,100.982,101.123,100.241,102.318,-0.68,0.03,-0.71,570.3,424.8,69,2365.7,86.6,1649.3,1174.6,350.8,3125,67.6,1095.9,100.981,1433.4683620344,1691.5316379656,1236.9,1842.3,1272.9,122.3,297,1078.6,1817.3,440,376.5,1052.3,53.8,17.3,548.4,2486.2,228.836666666667,16875.3,17064.8,-1,1240,0.580347547,NA,NA,NA,NA,NA,NA,1240,1885,1272.9,246.5316379656,178.2683620344,193.4683620344,301.8683620344,2063.8316379656,NA,-479.968362034399,-286.5
"174",2013-06-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16637.9,11239.6,11122.2,16403.2,101.057,101.431,100.436,102.861,-0.13,0.11,-0.24,567.1,438.4,64.8,2378.3,86.8,1681.9,1180.8,347.3,3132,76.3,1108.2,101.056,1437.0756353952,1694.8243646048,1226.8,1846.8,1295.8,124.4,293.2,1090.7,1815.5,459.2,386.1,1056.4,54.1,17.5,562.8,2508.2,228.409666666667,16945.9,17188.4,-1,1232.3,0.580347547,NA,NA,NA,NA,NA,NA,1232.3,1899.6,1295.8,254.4243646048,183.9756353952,204.7756353952,308.3756353952,2069.9243646048,NA,-448.4756353952,-243.7
"175",2013-09-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16848.7,11330.9,11167.4,16531.7,101.466,101.985,100.759,103.676,-0.4,0.03,-0.43,573.7,448.2,59.1,2396,87.5,1674.5,1195,354.3,3134.1,84.3,1111.4,101.464,1412.2882294346,1721.8117705654,1209.1,1847.8,1307.9,126.4,301.2,1093.6,1823.2,454,366.6,1068.7,53.1,17.8,572.8,2528.2,229.589,17017.7,17355.5,-1,1218.4,0.580347547,NA,NA,NA,NA,NA,NA,1218.4,1915.7,1307.9,260.1117705654,188.0882294346,193.8882294346,312.6882294346,2083.3117705654,NA,-406.388229434599,-212.5
"176",2013-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17083.1,11475.1,11263.6,16663.6,101.88,102.551,102.29,104.263,-0.58,-0.08,-0.5,580.2,448.6,57.1,2403.7,88.9,1697.7,1204.1,356.9,3138.5,90.4,1122.3,101.877,1402.5560904158,1736.0439095842,1188.2,1844.4,1332.7,128.8,302.3,1104.2,1830.1,447.3,364.9,1075.3,54.6,18.1,573.6,2531,230.433666666667,17090.3,17526.3,-1,1215.6,0.580347547,NA,NA,NA,NA,NA,NA,1215.6,1923,1332.7,260.3439095842,188.2560904158,186.9560904158,313.2560904158,2090.4439095842,NA,-364.6560904158,-177.7
"177",2014-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17102.9,11573.9,11307.3,16621.7,102.361,102.931,102.001,105.087,-0.26,-0.28,0.03,586.7,459.4,39.1,2433.1,90.9,1748.3,1220.8,394.7,3139.1,101.8,1147.4,102.358,1399.4833711214,1739.6166288786,1189.4,1832.7,1371.8,136.5,338.8,1129,1848.1,469.4,376.5,1084.3,55.9,18.4,585.1,2541.6,231.95,17162.6,17665.6,-1,1213.2,0.616274769,NA,NA,NA,NA,NA,NA,1213.2,1925.9,1371.8,283.1166288786,176.2833711214,186.2833711214,301.9833711214,2131.2166288786,NA,-271.4833711214,-85.2000000000003
"178",2014-06-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17425.8,11756,11428.7,16830.1,102.867,103.558,102.472,105.446,0,0.26,-0.27,594,481.5,35.8,2484.1,92.7,1761,1238.7,415.1,3150.9,101.9,1150.1,102.864,1403.6636987265,1747.3363012735,1178.1,1843.4,1388.6,135.7,360,1131.4,1876.2,493.2,372.3,1103,55.1,18.7,607.9,2579.8,233.101333333333,17235.8,17849,-1,1207.2,0.616274769,NA,NA,NA,NA,NA,NA,1207.2,1943.8,1388.6,296.7363012735,184.7636987265,196.4636987265,311.1636987265,2172.9363012735,NA,-264.1636987265,-67.7000000000003
"179",2014-09-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17719.8,11920.7,11554.2,17033.6,103.176,104.077,102.94,106.077,0.51,0.18,0.33,602.3,507.3,34,2523.6,94.2,1798.1,1248.4,385.6,3189.9,92.6,1160.8,103.172,1423.7638096863,1766.2361903137,1191.7,1850.8,1411.5,136.4,328.3,1141.9,1889.2,509.6,386.6,1112,57.3,18.9,634.4,2624,233.494333333333,17309.6,18015.3,-1,1226.8,0.616274769,NA,NA,NA,NA,NA,NA,1226.8,1963.2,1411.5,312.6361903137,194.6638096863,196.9638096863,321.7638096863,2201.8361903137,NA,-294.8638096863,-97.8999999999996
"180",2014-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17838.5,12045.5,11687.1,17113.9,103.069,104.184,103.06,106.07,-0.07,0.35,-0.42,611.5,515.5,33,2548,95.6,1834.4,1255.7,389.5,3188.2,91.4,1177.9,103.066,1400.1103565805,1787.9896434195,1173.6,1865.5,1440.6,136.7,331.5,1158.9,1904.6,508.3,393.8,1119,58,19,643.5,2648.5,232.431,17384.2,18111.5,-1,1209.5,0.616274769,NA,NA,NA,NA,NA,NA,1209.5,1978.6,1440.6,317.6896434195,197.8103565805,190.6103565805,325.8103565805,2222.2896434195,NA,-237.0103565805,-46.4000000000001
"181",2015-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17970.4,12095.6,11788.4,17254.7,102.608,104.127,102.928,105.212,0.4,0.26,0.15,621.5,523.7,32.8,2596.4,100.7,1900.1,1257.2,406.6,3188.5,86.4,1193.1,102.606,1407.9028207461,1780.5971792539,1179.9,1876.3,1504,139,349.5,1174.1,1943.9,525.6,396,1118.2,57.1,19,652.5,2654.5,230.184333333333,17459.7,18180.3,-1,1214.5,0.634327247,NA,NA,NA,NA,NA,NA,1214.5,1974,1504,332.1971792539,191.5028207461,193.4028207461,320.3028207461,2276.0971792539,NA,-185.2028207461,8.19999999999982
"182",2015-06-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18221.3,12256.7,11887.5,17397,103.108,104.745,103.213,105.971,0.7,0.63,0.07,630.6,538,31.9,2631.7,101.7,1940,1267.7,410.6,3237.6,91.5,1206.7,103.106,1409.931941114,1827.668058886,1183,1903,1523.7,142.7,353.8,1187.6,1964.1,530.2,416.3,1125,56.8,19.1,667.6,2712.9,231.911333333333,17536.5,18368.6,-1,1221,0.634327247,NA,NA,NA,NA,NA,NA,1221,2016.6,1523.7,341.268058886,196.731941114,188.931941114,326.331941114,2305.368058886,NA,-166.231941114,22.7000000000003
"183",2015-09-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18331.1,12380.7,11972,17438.8,103.417,105.06,103.408,106.084,0.33,0.37,-0.04,638.5,540.5,32.1,2644.8,102.3,1943.7,1271.4,379.8,3257,94.2,1217.1,103.415,1410.5461229965,1846.3538770035,1181.2,1918.8,1536.6,137.9,323.9,1197.9,1974.3,532,407.1,1133.5,56,19.2,670.5,2736.7,232.7,17613.5,18504.7,-1,1221.4,0.634327247,NA,NA,NA,NA,NA,NA,1221.4,2035.5,1536.6,342.8538770035,197.6461229965,189.1461229965,327.6461229965,2317.1538770035,NA,-188.5461229965,0.600000000000364
"184",2015-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18354.4,12445.1,12039.7,17456.2,103.37,105.097,103.251,105.725,0.12,-0.03,0.16,645.3,541.7,31.9,2656.9,102.8,1957.1,1283.2,346.5,3253.8,169.8,1225.5,103.368,1428.8849303001,1824.9150696999,1188,1917.5,1548.7,141.9,291.3,1206,1985.1,545.9,408.4,1141.3,55.3,19.5,671.8,2733,232.345,17690.3,18592,-1,1226.6,0.634327247,NA,NA,NA,NA,NA,NA,1226.6,2027.2,1548.7,343.6150696999,198.0849303001,202.2849303001,328.1849303001,2328.7150696999,NA,-226.0849303001,-23.7999999999997
"185",2016-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18409.1,12526.5,12111.8,17523.4,103.428,105.043,102.934,104.962,0.6,0.58,0.02,651.3,550.2,32.4,2687.4,103.6,1919.9,1288.9,373.4,3262.7,101,1231.1,103.424,1409.5810280784,1853.1189719216,1188.6,1942.9,1522,138.5,317.7,1211.4,2007.4,539,397.9,1150.3,55.7,19.7,680.1,2757.4,231.904666666667,17766.4,18662.4,-1,1223.5,0.641437608,NA,NA,NA,NA,NA,NA,1223.5,2039.2,1522,352.9189719216,197.2810280784,186.0810280784,327.1810280784,2360.3189719216,NA,-227.3810280784,-41.2999999999997
"186",2016-06-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18640.7,12706.5,12214.1,17622.5,104.036,105.738,103.502,105.769,-0.15,-0.04,-0.1,657.9,558.6,32,2708.3,104,1944.2,1294.6,373.9,3278.2,101,1237.5,104.031,1421.3929521712,1856.9070478288,1183.9,1940.9,1532.4,135.7,319.5,1217.5,2019.8,554.3,411.8,1158.8,54.4,20,688.5,2780.1,233.650666666667,17840.1,18863.8,-1,1225.4,0.641437608,NA,NA,NA,NA,NA,NA,1225.4,2052.9,1532.4,358.3070478288,200.2929521712,195.9929521712,330.1929521712,2378.1070478288,NA,-236.0929521712,-40.0999999999995
"187",2016-09-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18799.6,12845.2,12294.3,17706.7,104.485,106.11,103.97,106.218,0.17,0.07,0.11,665.5,566.5,31.6,2726.8,104.5,1968.7,1310.8,400.5,3300.5,90.8,1248.7,104.481,1437.925595068,1862.674404932,1188.7,1943.8,1551.6,137.8,345.5,1228.5,2029.2,565.4,417.1,1172.9,55,20.2,697.6,2802.3,234.587333333333,17913.5,19008,-1,1235.9,0.641437608,NA,NA,NA,NA,NA,NA,1235.9,2064.7,1551.6,363.374404932,203.125595068,202.025595068,334.225595068,2392.574404932,NA,-203.725595068001,-1.70000000000073
"188",2016-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18979.2,12989.4,12372.7,17784.2,104.989,106.703,104.541,106.931,0.03,0,0.03,673.9,575.8,30.7,2747.1,105.1,1984.3,1320.7,376.1,3322.4,73.1,1262.7,104.984,1444.4602253136,1877.9397746864,1190.1,1943.6,1576.7,138.6,325.7,1242.5,2039.9,569.7,407.6,1182.1,50.4,20.2,707.2,2825.1,236.156333333333,17986.9,19192.5,-1,1244.1,0.641437608,NA,NA,NA,NA,NA,NA,1244.1,2078.3,1576.7,369.3397746864,206.4602253136,200.3602253136,337.8602253136,2409.2397746864,NA,-200.8602253136,-0.5
"189",2017-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0220655714559445,0.0623291884750754,0.002823747718311,0.00105890539436662,0.00368066065056127,0.0045836369059189,0.00197947024331668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0102280436257371,0.0102280436257371,0.0102280436257371,0.0102280436257371,19162.6,13114.1,12427.6,17863,105.528,107.233,105.245,108.061,-0.13,-0.13,0,683.1,573.6,30.4,2777.4,105.8,2004.9,1326.1,336.2,3346.4,92.4,1285.7,105.524,1452.8208302672,1893.4791697328,1190,1937.7,1588.1,128.8,289.7,1265.4,2071.2,561.6,416.8,1197.2,46.6,20.3,706.1,2837.6,237.859666666667,18060.1,19366.4,-1,1252.4,0.629670798,NA,NA,NA,NA,NA,NA,1252.4,2093.9,1588.1,361.1791697328,212.4208302672,200.4208302672,344.9208302672,2432.3791697328,NA,-252.0208302672,-51.5999999999999
"190",2017-06-30,0.00100058427944494,0.000465341510053507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0220655714559445,0.0623291884750754,0.002823747718311,0.00105890539436662,0.00368066065056127,0.0045836369059189,0.00197947024331668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0102280436257371,0.0102280436257371,0.0102280436257371,0.0102280436257371,19359.1,13233.2,12515.9,17995.2,105.735,107.553,105.594,108.528,0.01,-0.15,0.16,691.7,569.3,29,2786.6,106.7,2014.2,1338.9,343.7,3360,88.6,1295.8,105.731,1452.5284146986,1907.4715853014,1197.1,1931.3,1606.3,131,288.5,1275.4,2083.7,547,407.9,1207.9,55.2,20.4,702.9,2834.5,237.887333333333,18133.8,19503.4,-1,1264,0.629670798,NA,NA,NA,NA,NA,NA,1264,2096,1606.3,358.4715853014,210.8284146986,188.5284146986,344.4284146986,2442.1715853014,NA,-235.0284146986,-46.5
"191",2017-09-30,0.0212483443922038,0.0228823826115472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0220655714559445,0.0623291884750754,0.002823747718311,0.00105890539436662,0.00335289186923737,0.00829093001422154,0.00398672837896585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0118291234051346,0.0118291234051344,0.0118291234051344,0.0118291234051344,19588.1,13359.1,12584.9,18120.8,106.156,108.134,105.914,109.428,-0.18,-0.1,-0.08,699.6,583.6,28.8,2820.5,107.8,2048.5,1353.7,349.9,3372.3,76.5,1311.1,106.152,1463.6241222872,1908.6758777128,1193.2,1926.9,1625.9,132.2,296,1290.5,2099.1,567.3,422.6,1221.5,53.9,20.6,721.3,2868.2,239.236666666667,18209.5,19690.7,-1,1263.8,0.629670798,NA,NA,NA,NA,NA,NA,1263.8,2108.5,1625.9,367.4758777128,216.1241222872,199.8241222872,353.8241222872,2466.5758777128,NA,-218.124122287199,-18.2999999999993
"192",2017-12-31,0.0330982474689721,0.0347645059405162,NA,0.00489886219974722,0.0206766917293233,-0.0694103194103194,0.0110323089046493,0.012212473322267,0.0249999999999999,0.0259146341463414,0.000605154492382187,0.00954096610621824,0.00489886219974722,0.0220655714559445,0.0623291884750754,0.002823747718311,0.00105890539436662,0.00335692525867959,0.0105538238396237,0.00678840995918373,0.0111854541854918,0.00686627761157055,0.00416732226224542,0.00858781294773997,0.00377829381572603,0.00464625309432187,0.0110346231214997,0.00732228366484711,0.000802406092596519,0.00462042348446268,-0.00141570456324072,0.00646948623699689,0.0081546740405225,0.00558431520461367,0.00348604463127355,0.0081546740405225,0.00462042348446268,0.0124566060853584,0.0124566060853584,0.0124566060853584,0.0124566060853584,19831.8,13579.2,12706.4,18223.8,106.873,108.807,106.257,110.603,0.41,0.15,0.26,706.6,583.2,28,2831.5,109,2070.9,1370,320.4,3419.1,76.5,1322.5,106.869,1474.5759906064,1944.5240093936,1205.2,1933.5,1633.3,133.9,264.4,1301.5,2112.8,561.2,437.6,1236.1,56,21,718.7,2888.9,241.289333333333,18288.2,19898.8,-1,1280.6,0.629670798,0.00558431520461367,0.00558431520461367,NA,0.00954096610621824,0.00954096610621824,0.0081546740405225,1280.6,2138.5,1633.3,367.2240093936,215.9759906064,193.9759906064,351.4759906064,2480.0240093936,NA,-254.2759906064,-60.3000000000002
"193",2018-03-31,0.0350821755029755,0.0348788267478644,NA,0.00487498034282119,0.0202578268876612,-0.0745874587458746,0.0109119251753702,0.0120651282651985,0.024390243902439,0.0252600297176819,0.000604788501903153,0.00945079637829616,0.00487498034282119,0.0202635022118274,0.0617442523639954,0.00285165180133333,0.00105918495478095,0.00426166439167663,0.00866651131307083,0.00609185449208915,0.0112630741786138,0.00639070094049038,0.00429125299183447,0.00921886755726281,0.00470754070900004,0.00486231433224993,0.0106255440955526,0.00588657497761425,0.00175782010533537,0.00480958628651296,4.35129451303862e-06,0.00820205136345609,0.00849074834349567,0.0080337097882166,0.00558789806575993,0.00849074834349567,0.00480958628651296,-0.0719909679677527,0.00105499768441586,0.0205245966021603,0.0108053147297589,20041,13679.6,12722.8,18324,107.524,109.348,106.739,111.572,0.27,0.1,0.17,713.7,590.3,27.6,2875.7,110,2030,1397.9,198.7,3456.8,89.8,1348.9,107.52,1502.3053279406,1954.4946720594,1213.1,1937.7,1583.9,149.5,149,1327.5,2149.3,579.2,446.1,1248.4,49.7,21.3,726.5,2913.6,243.366333333333,18372.4,20089.8,-1,1294.8,0.629670798,0.0080337097882166,0.0080337097882166,NA,0.00945079637829616,0.00945079637829616,0.00849074834349567,1294.8,2162,1583.9,371.6946720594,218.6053279406,207.5053279406,354.8053279406,2520.9946720594,NA,-441.7053279406,-234.2
"194",2018-06-30,0.0165545106429801,0.0212103689991558,NA,0.00485133020344297,0.0198555956678701,-0.0805991440798859,0.0107941403238243,0.0119212962962962,0.0238095238095237,0.0246376811594202,0.000604422953850436,0.00936231504517471,0.00485133020344297,0.0202635022118274,0.0617442523639954,0.00285165180133333,0.00105918495478095,0.00478777096424143,0.0101101958609915,0.00492825077801196,0.0133340758464024,0.0071082490381088,0.00450518716726972,0.0105737485952769,0.0056289558969202,0.00598803294868289,0.0119388474979251,0.00645466364242558,0.00334411452157901,0.00560610439911663,0.00206833478264515,0.01077187815356,0.00956948568421384,0.0114952098496229,0.00655368015428975,0.00956948568421384,0.00560610439911663,0.0185120502968914,0.0185120502968914,0.0185120502968914,0.0185120502968914,20411.9,13875.6,12842,18511.6,108.052,110.172,107.274,112.686,0.43,0.2,0.24,724.5,602.6,25.5,2905.4,111.3,2035.3,1413.4,221.6,3506.6,80.9333333333333,1357.8,108.049,1510.1603771252,1996.3396228748,1224,1946.6,1599.2,152,158.1,1336.2,2165.9,576.6,436.1,1261.4,63.6,21.6,739.6,2950.7,244.646666666667,18462.7,20340.8,-1,1313,0.629670798,0.0114952098496229,0.0114952098496229,NA,0.00936231504517471,0.00936231504517471,0.00956948568421384,1313,2193.5,1599.2,379.4396228748,223.1603771252,197.1603771252,360.1603771252,2545.3396228748,NA,-430.5603771252,-233.4
